ID_venta,ID_restaurante,fecha,venta
130,1,"2024-10-15",110.75
131,1,"2024-10-15",81.1
132,1,"2024-10-15",240.21
133,1,"2024-10-15",116.1
134,1,"2024-10-15",97.22
135,1,"2024-10-15",120.32
136,1,"2024-10-15",115.03
137,1,"2024-10-15",168.21
138,1,"2024-10-15",114.5
139,1,"2024-10-15",114.51
140,1,"2024-10-15",104.82
141,1,"2024-10-15",113.5
142,1,"2024-10-15",88.93
143,1,"2024-10-15",147.94
144,1,"2024-10-15",135.06
145,1,"2024-10-15",64.81
146,1,"2024-10-15",230.24
147,1,"2024-10-15",173.43
148,1,"2024-10-15",249.57
149,1,"2024-10-15",205.06
150,1,"2024-10-15",85.24
151,1,"2024-10-15",99.8
152,1,"2024-10-15",37.44
153,1,"2024-10-15",60.35
154,1,"2024-10-15",179.69
155,1,"2024-10-15",202.96
156,1,"2024-10-15",235.86
157,1,"2024-10-15",78.58
158,1,"2024-10-15",44.53
159,1,"2024-10-15",217.42
160,1,"2024-10-15",128.71
161,1,"2024-10-15",220.58
162,1,"2024-10-15",209.16
163,1,"2024-10-15",198.91
164,1,"2024-10-15",116.14
165,1,"2024-10-15",160.57
166,1,"2024-10-15",206.59
167,1,"2024-10-15",73.68
168,1,"2024-10-15",169.56
169,1,"2024-10-15",205.13
170,1,"2024-10-15",200.58
171,1,"2024-10-15",65.76
172,1,"2024-10-15",134.98
173,1,"2024-10-15",187.38
174,1,"2024-10-15",126.41
175,1,"2024-10-15",99.77
176,1,"2024-10-15",87.32
177,1,"2024-10-15",160.94
178,1,"2024-10-15",151.19
179,1,"2024-10-15",41.86
180,1,"2024-10-15",160.32
181,1,"2024-10-15",168.21
182,1,"2024-10-15",237.78
183,1,"2024-10-15",94.62
184,1,"2024-10-15",132.31
185,1,"2024-10-15",114.66
186,1,"2024-10-15",75.55
187,1,"2024-10-15",146.95
188,1,"2024-10-15",78.85
189,1,"2024-10-15",185.6
190,1,"2024-10-15",38.17
191,1,"2024-10-15",101.32
192,1,"2024-10-15",165.6
193,1,"2024-10-15",165.46
194,1,"2024-10-15",39.57
195,1,"2024-10-15",231.22
196,1,"2024-10-15",152.78
197,1,"2024-10-15",118.0
198,1,"2024-10-15",181.12
199,1,"2024-10-15",52.98
200,1,"2024-10-15",99.64
201,1,"2024-10-15",62.06
202,1,"2024-10-15",102.77
203,1,"2024-10-15",122.26
204,1,"2024-10-15",237.46
205,1,"2024-10-15",56.11
206,1,"2024-10-15",180.85
207,1,"2024-10-15",170.6
208,1,"2024-10-15",75.2
209,1,"2024-10-15",167.18
210,1,"2024-10-15",182.3
211,1,"2024-10-15",81.55
212,1,"2024-10-15",71.1
213,1,"2024-10-15",197.9
214,1,"2024-10-15",150.71
215,1,"2024-10-15",154.35
216,1,"2024-10-15",146.08
217,1,"2024-10-15",117.09
218,1,"2024-10-15",242.94
219,1,"2024-10-15",168.83
220,1,"2024-10-15",46.72
221,1,"2024-10-15",242.28
222,1,"2024-10-15",61.49
223,1,"2024-10-15",171.88
224,1,"2024-10-15",50.89
225,1,"2024-10-15",55.45
226,1,"2024-10-15",123.27
227,1,"2024-10-15",235.47
228,1,"2024-10-15",107.1
229,1,"2024-10-15",114.13
230,1,"2024-10-15",142.92
231,1,"2024-10-15",171.31
232,1,"2024-10-15",202.31
233,1,"2024-10-15",199.84
234,1,"2024-10-15",140.62
235,1,"2024-10-15",180.19
236,1,"2024-10-15",72.78
237,1,"2024-10-15",135.11
238,1,"2024-10-15",249.16
239,1,"2024-10-15",59.6
240,1,"2024-10-15",47.35
241,1,"2024-10-15",92.03
242,1,"2024-10-15",203.9
243,1,"2024-10-15",191.38
244,1,"2024-10-15",115.87
245,1,"2024-10-15",53.52
246,1,"2024-10-15",164.56
247,1,"2024-10-15",242.23
248,1,"2024-10-15",96.29
249,1,"2024-10-15",207.48
250,1,"2024-10-15",100.4
251,1,"2024-10-15",241.87
252,1,"2024-10-15",97.65
253,1,"2024-10-15",70.97
254,1,"2024-10-15",213.99
255,1,"2024-10-15",150.97
256,1,"2024-10-15",35.68
257,1,"2024-10-15",175.31
258,1,"2024-10-15",249.06
259,1,"2024-10-15",56.09
260,1,"2024-10-15",245.08
261,1,"2024-10-15",112.5
262,1,"2024-10-15",135.77
263,1,"2024-10-15",44.13
264,1,"2024-10-15",148.1
265,1,"2024-10-15",122.41
266,1,"2024-10-15",62.13
267,1,"2024-10-15",139.92
268,1,"2024-10-15",204.82
269,1,"2024-10-15",61.74
270,1,"2024-10-15",162.59
271,1,"2024-10-15",190.28
272,1,"2024-10-15",42.99
273,1,"2024-10-15",159.91
274,1,"2024-10-15",221.32
275,1,"2024-10-15",65.63
276,1,"2024-10-15",70.39
277,1,"2024-10-15",107.79
278,1,"2024-10-15",80.19
279,1,"2024-10-15",90.0
280,1,"2024-10-15",67.23
281,1,"2024-10-15",85.58
282,1,"2024-10-15",212.01
283,1,"2024-10-15",151.25
284,1,"2024-10-15",215.94
285,1,"2024-10-15",185.7
286,1,"2024-10-15",103.69
287,1,"2024-10-15",213.91
288,1,"2024-10-15",87.28
289,1,"2024-10-15",35.01
290,1,"2024-10-15",231.27
291,1,"2024-10-15",241.09
292,1,"2024-10-15",39.61
293,1,"2024-10-15",234.63
294,1,"2024-10-15",193.99
295,1,"2024-10-15",249.42
296,1,"2024-10-15",91.26
297,1,"2024-10-15",224.1
298,1,"2024-10-15",214.05
299,1,"2024-10-15",133.84
300,1,"2024-10-15",185.76
301,1,"2024-10-15",61.91
302,1,"2024-10-15",170.99
303,1,"2024-10-15",124.65
304,1,"2024-10-15",224.88
305,1,"2024-10-15",127.85
306,1,"2024-10-15",104.3
307,1,"2024-10-15",139.04
308,1,"2024-10-15",113.57
309,1,"2024-10-15",160.28
310,1,"2024-10-15",192.21
311,1,"2024-10-15",239.89
312,1,"2024-10-15",177.86
313,1,"2024-10-15",148.36
314,1,"2024-10-15",240.88
315,1,"2024-10-15",172.69
316,1,"2024-10-15",157.87
317,1,"2024-10-15",38.92
318,1,"2024-10-15",183.36
319,1,"2024-10-15",203.95
320,1,"2024-10-15",94.16
321,1,"2024-10-15",190.83
322,1,"2024-10-15",123.31
323,1,"2024-10-15",154.21
324,1,"2024-10-15",39.64
325,1,"2024-10-15",193.13
326,1,"2024-10-15",137.67
327,1,"2024-10-15",236.87
328,1,"2024-10-15",112.34
329,1,"2024-10-15",127.89
330,1,"2024-10-15",180.42
331,1,"2024-10-15",105.97
332,1,"2024-10-15",38.95
333,1,"2024-10-15",40.82
334,1,"2024-10-15",115.83
335,1,"2024-10-15",102.15
336,1,"2024-10-15",123.32
337,1,"2024-10-15",80.41
338,1,"2024-10-15",101.51
339,1,"2024-10-15",176.21
340,1,"2024-10-15",190.5
341,1,"2024-10-15",88.87
342,1,"2024-10-15",139.89
343,1,"2024-10-15",222.99
344,1,"2024-10-15",99.99
345,1,"2024-10-15",240.06
346,1,"2024-10-15",162.95
347,1,"2024-10-15",53.77
348,1,"2024-10-15",64.65
349,1,"2024-10-15",203.27
350,1,"2024-10-15",97.39
351,1,"2024-10-15",168.72
352,1,"2024-10-15",112.24
353,1,"2024-10-15",57.62
354,1,"2024-10-15",169.84
355,1,"2024-10-15",159.64
356,1,"2024-10-15",186.89
357,1,"2024-10-15",145.87
358,1,"2024-10-15",37.11
359,1,"2024-10-15",150.63
360,1,"2024-10-15",190.49
361,1,"2024-10-15",187.48
362,1,"2024-10-15",37.12
363,1,"2024-10-15",108.72
364,1,"2024-10-15",178.07
365,1,"2024-10-15",126.16
366,1,"2024-10-15",226.58
367,1,"2024-10-15",112.43
368,1,"2024-10-15",86.03
369,1,"2024-10-15",233.49
370,1,"2024-10-15",210.31
371,1,"2024-10-15",201.28
372,1,"2024-10-15",216.13
373,1,"2024-10-15",68.22
374,1,"2024-10-15",161.76
375,1,"2024-10-15",37.05
376,1,"2024-10-15",197.36
377,1,"2024-10-15",51.41
378,1,"2024-10-15",65.48
379,1,"2024-10-15",166.83
380,1,"2024-10-15",234.26
381,1,"2024-10-15",61.35
382,1,"2024-10-15",90.97
383,1,"2024-10-15",71.86
384,1,"2024-10-15",94.07
385,1,"2024-10-15",72.19
386,1,"2024-10-15",166.13
387,1,"2024-10-15",210.23
388,1,"2024-10-15",137.98
389,1,"2024-10-15",236.81
390,1,"2024-10-15",182.82
391,1,"2024-10-15",83.5
392,1,"2024-10-15",242.74
393,1,"2024-10-15",121.58
394,1,"2024-10-15",239.59
395,1,"2024-10-15",232.08
396,1,"2024-10-15",247.1
397,1,"2024-10-15",107.51
398,1,"2024-10-15",148.26
399,1,"2024-10-15",227.55
400,1,"2024-10-15",150.69
401,1,"2024-10-15",59.39
402,1,"2024-10-15",236.48
403,1,"2024-10-15",165.69
404,1,"2024-10-15",128.12
405,1,"2024-10-15",161.5
406,1,"2024-10-15",87.96
407,1,"2024-10-15",164.59
408,1,"2024-10-15",228.26
409,1,"2024-10-15",96.7
410,1,"2024-10-15",161.46
411,1,"2024-10-15",163.76
412,1,"2024-10-15",121.46
413,1,"2024-10-15",161.95
414,1,"2024-10-15",238.71
415,1,"2024-10-15",108.12
416,1,"2024-10-15",101.55
417,1,"2024-10-15",114.08
418,1,"2024-10-15",101.87
419,1,"2024-10-15",46.53
420,1,"2024-10-15",221.67
421,1,"2024-10-15",59.94
422,1,"2024-10-15",110.2
423,1,"2024-10-15",183.79
424,1,"2024-10-15",50.98
425,1,"2024-10-15",102.59
426,1,"2024-10-15",85.15
427,1,"2024-10-15",59.0
428,1,"2024-10-15",207.89
429,1,"2024-10-15",116.96
430,1,"2024-10-15",93.95
431,1,"2024-10-15",60.39
432,1,"2024-10-15",209.69
433,1,"2024-10-15",121.53
434,1,"2024-10-15",183.87
435,1,"2024-10-15",46.59
436,1,"2024-10-15",49.9
437,1,"2024-10-15",226.35
438,1,"2024-10-15",189.31
439,1,"2024-10-15",183.7
440,1,"2024-10-15",92.99
441,1,"2024-10-15",163.77
442,1,"2024-10-15",114.15
443,1,"2024-10-15",148.89
444,1,"2024-10-15",174.67
445,1,"2024-10-15",163.76
446,1,"2024-10-15",185.96
447,1,"2024-10-15",46.5
448,1,"2024-10-15",103.56
449,1,"2024-10-15",62.08
450,1,"2024-10-15",222.18
451,1,"2024-10-15",66.93
452,1,"2024-10-15",171.51
453,1,"2024-10-15",218.79
454,1,"2024-10-15",248.26
455,1,"2024-10-15",167.55
456,1,"2024-10-15",238.71
457,1,"2024-10-15",190.82
458,1,"2024-10-15",228.16
459,1,"2024-10-15",193.18
460,1,"2024-10-15",234.61
461,1,"2024-10-15",76.09
462,1,"2024-10-15",83.18
463,1,"2024-10-15",77.92
464,1,"2024-10-15",163.12
465,1,"2024-10-15",167.37
466,1,"2024-10-15",132.98
467,1,"2024-10-15",38.4
468,1,"2024-10-15",223.51
469,1,"2024-10-15",75.83
470,1,"2024-10-15",177.37
471,1,"2024-10-15",90.35
472,1,"2024-10-15",223.92
473,1,"2024-10-15",125.32
474,1,"2024-10-15",191.81
475,1,"2024-10-15",92.86
476,1,"2024-10-15",226.96
477,1,"2024-10-15",100.93
478,1,"2024-10-15",221.54
479,1,"2024-10-15",242.13
480,1,"2024-10-15",106.24
481,1,"2024-10-15",78.49
482,1,"2024-10-15",218.29
483,1,"2024-10-15",214.24
484,1,"2024-10-15",178.69
485,1,"2024-10-15",233.87
486,1,"2024-10-15",40.46
487,1,"2024-10-15",200.29
488,1,"2024-10-15",72.27
489,1,"2024-10-15",165.19
490,1,"2024-10-15",200.3
491,1,"2024-10-15",50.05
492,1,"2024-10-15",151.71
493,1,"2024-10-15",99.84
494,1,"2024-10-15",170.1
495,1,"2024-10-15",70.99
496,1,"2024-10-15",63.8
497,1,"2024-10-15",149.21
498,1,"2024-10-15",205.91
499,1,"2024-10-15",244.57
500,1,"2024-10-15",127.24
501,1,"2024-10-15",107.09
502,1,"2024-10-15",241.56
503,1,"2024-10-15",124.39
504,1,"2024-10-15",223.23
505,1,"2024-10-15",198.32
506,1,"2024-10-15",175.32
507,1,"2024-10-15",120.42
508,1,"2024-10-15",244.96
509,1,"2024-10-15",151.37
510,1,"2024-10-15",176.83
511,1,"2024-10-15",49.88
512,1,"2024-10-15",248.72
513,1,"2024-10-15",79.44
514,1,"2024-10-15",170.82
515,1,"2024-10-15",182.11
516,1,"2024-10-15",237.64
517,1,"2024-10-15",186.68
518,1,"2024-10-15",134.28
519,1,"2024-10-15",100.75
520,1,"2024-10-15",41.28
521,1,"2024-10-15",83.11
522,1,"2024-10-15",39.94
523,1,"2024-10-15",103.51
524,1,"2024-10-15",245.81
525,1,"2024-10-15",40.72
526,1,"2024-10-15",224.36
527,1,"2024-10-15",132.95
528,1,"2024-10-15",169.5
529,1,"2024-10-15",240.35
530,1,"2024-10-15",78.61
531,1,"2024-10-15",182.34
532,1,"2024-10-15",120.6
533,1,"2024-10-15",86.55
534,1,"2024-10-15",153.43
535,1,"2024-10-15",42.79
536,1,"2024-10-15",226.15
537,1,"2024-10-15",200.3
538,1,"2024-10-15",170.65
539,1,"2024-10-15",207.0
540,1,"2024-10-15",49.52
541,1,"2024-10-15",227.82
542,1,"2024-10-15",121.9
543,1,"2024-10-15",245.45
544,1,"2024-10-15",122.1
545,1,"2024-10-15",215.32
546,1,"2024-10-15",93.88
547,1,"2024-10-15",71.83
548,1,"2024-10-15",118.92
549,1,"2024-10-15",58.6
550,1,"2024-10-15",40.62
551,1,"2024-10-15",79.86
552,1,"2024-10-15",57.56
553,1,"2024-10-15",180.67
554,1,"2024-10-15",107.02
555,1,"2024-10-15",53.68
556,1,"2024-10-15",224.36
557,1,"2024-10-15",165.7
558,1,"2024-10-15",181.46
559,1,"2024-10-15",154.22
560,1,"2024-10-15",81.86
561,1,"2024-10-15",165.05
562,1,"2024-10-15",42.94
563,1,"2024-10-15",83.26
564,1,"2024-10-15",79.1
565,1,"2024-10-15",85.27
566,1,"2024-10-15",165.2
567,1,"2024-10-15",176.81
568,1,"2024-10-15",211.46
569,1,"2024-10-15",182.07
570,1,"2024-10-15",66.1
571,1,"2024-10-15",224.13
572,1,"2024-10-15",217.39
573,1,"2024-10-15",151.32
574,1,"2024-10-15",204.17
575,1,"2024-10-15",76.27
576,1,"2024-10-15",121.36
577,1,"2024-10-15",169.27
578,1,"2024-10-15",50.25
579,1,"2024-10-15",151.9
580,1,"2024-10-15",213.27
581,1,"2024-10-15",130.92
582,1,"2024-10-15",168.51
583,1,"2024-10-15",194.43
584,1,"2024-10-15",142.48
585,1,"2024-10-15",237.46
586,1,"2024-10-15",220.59
587,1,"2024-10-15",35.45
588,1,"2024-10-15",218.22
589,1,"2024-10-15",191.4
590,1,"2024-10-15",181.04
591,1,"2024-10-15",57.06
592,1,"2024-10-15",161.12
593,1,"2024-10-15",242.18
594,1,"2024-10-15",72.51
595,1,"2024-10-15",117.98
596,1,"2024-10-15",117.33
597,1,"2024-10-15",165.3
598,1,"2024-10-15",214.82
599,1,"2024-10-15",217.28
600,1,"2024-10-15",47.36
601,1,"2024-10-15",88.0
602,1,"2024-10-15",95.52
603,1,"2024-10-15",161.34
604,1,"2024-10-15",128.39
605,1,"2024-10-15",191.88
606,1,"2024-10-15",66.0
607,1,"2024-10-15",245.17
608,1,"2024-10-15",160.08
609,1,"2024-10-15",244.08
610,1,"2024-10-15",59.39
611,1,"2024-10-15",213.75
612,1,"2024-10-15",203.78
613,1,"2024-10-15",217.24
614,1,"2024-10-15",67.31
615,1,"2024-10-15",42.96
616,1,"2024-10-15",97.49
617,1,"2024-10-15",112.66
618,1,"2024-10-15",208.11
619,1,"2024-10-15",203.31
620,1,"2024-10-15",227.57
621,1,"2024-10-15",137.42
622,1,"2024-10-15",239.01
623,1,"2024-10-15",163.91
624,1,"2024-10-15",240.84
625,1,"2024-10-15",186.66
626,1,"2024-10-15",71.83
627,1,"2024-10-15",118.58
628,1,"2024-10-15",246.32
629,1,"2024-10-15",210.8
630,1,"2024-10-15",138.36
631,1,"2024-10-15",67.15
632,1,"2024-10-15",137.16
633,1,"2024-10-15",140.98
634,1,"2024-10-15",157.94
635,1,"2024-10-15",222.25
636,1,"2024-10-15",241.97
637,1,"2024-10-15",90.82
638,1,"2024-10-15",153.63
639,1,"2024-10-15",202.43
640,1,"2024-10-15",218.66
641,1,"2024-10-15",82.79
642,1,"2024-10-15",91.73
643,1,"2024-10-15",124.99
644,1,"2024-10-15",86.8
645,1,"2024-10-15",229.49
646,1,"2024-10-15",95.19
647,1,"2024-10-15",183.34
648,1,"2024-10-15",188.31
649,1,"2024-10-15",102.51
650,1,"2024-10-15",76.44
651,1,"2024-10-15",234.33
652,1,"2024-10-15",127.32
653,1,"2024-10-15",248.91
654,1,"2024-10-15",148.43
655,1,"2024-10-15",111.04
656,1,"2024-10-15",166.5
657,1,"2024-10-15",124.65
658,1,"2024-10-15",223.16
659,1,"2024-10-15",175.9
660,1,"2024-10-15",185.31
661,1,"2024-10-15",201.13
662,1,"2024-10-15",120.68
663,1,"2024-10-15",240.58
664,1,"2024-10-15",173.09
665,1,"2024-10-15",174.28
666,1,"2024-10-15",244.7
667,1,"2024-10-15",196.13
668,1,"2024-10-15",53.61
669,1,"2024-10-15",186.08
670,1,"2024-10-15",179.73
671,1,"2024-10-15",95.61
672,1,"2024-10-15",164.75
673,1,"2024-10-15",120.12
674,1,"2024-10-15",156.15
675,1,"2024-10-15",131.18
676,1,"2024-10-15",200.11
677,1,"2024-10-15",136.36
678,1,"2024-10-15",75.47
679,1,"2024-10-15",115.89
680,1,"2024-10-15",231.17
681,1,"2024-10-15",46.12
682,1,"2024-10-15",230.42
683,1,"2024-10-15",231.55
684,1,"2024-10-15",163.92
685,1,"2024-10-15",134.83
686,1,"2024-10-15",85.21
687,1,"2024-10-15",203.78
688,1,"2024-10-15",229.48
689,1,"2024-10-15",146.68
690,1,"2024-10-15",135.46
691,1,"2024-10-15",43.43
692,1,"2024-10-15",246.47
693,1,"2024-10-15",249.79
694,1,"2024-10-15",169.67
695,1,"2024-10-15",153.42
696,1,"2024-10-15",81.24
697,1,"2024-10-15",93.92
698,1,"2024-10-15",126.21
699,1,"2024-10-15",49.86
700,1,"2024-10-15",182.89
701,1,"2024-10-16",158.68
702,1,"2024-10-16",147.78
703,1,"2024-10-16",195.15
704,1,"2024-10-16",227.35
705,1,"2024-10-16",226.53
706,1,"2024-10-16",119.91
707,1,"2024-10-16",72.54
708,1,"2024-10-16",238.64
709,1,"2024-10-16",99.81
710,1,"2024-10-16",143.83
711,1,"2024-10-16",186.88
712,1,"2024-10-16",210.48
713,1,"2024-10-16",211.3
714,1,"2024-10-16",193.73
715,1,"2024-10-16",61.11
716,1,"2024-10-16",231.49
717,1,"2024-10-16",122.41
718,1,"2024-10-16",168.44
719,1,"2024-10-16",231.88
720,1,"2024-10-16",172.55
721,1,"2024-10-16",204.37
722,1,"2024-10-16",210.2
723,1,"2024-10-16",120.91
724,1,"2024-10-16",186.86
725,1,"2024-10-16",172.81
726,1,"2024-10-16",102.57
727,1,"2024-10-16",56.47
728,1,"2024-10-16",48.36
729,1,"2024-10-16",72.2
730,1,"2024-10-16",222.56
731,1,"2024-10-16",44.29
732,1,"2024-10-16",142.71
733,1,"2024-10-16",50.51
734,1,"2024-10-16",80.13
735,1,"2024-10-16",196.77
736,1,"2024-10-16",222.97
737,1,"2024-10-16",135.99
738,1,"2024-10-16",125.04
739,1,"2024-10-16",146.34
740,1,"2024-10-16",146.17
741,1,"2024-10-16",73.45
742,1,"2024-10-16",206.17
743,1,"2024-10-16",80.6
744,1,"2024-10-16",75.03
745,1,"2024-10-16",207.25
746,1,"2024-10-16",120.94
747,1,"2024-10-16",130.77
748,1,"2024-10-16",195.83
749,1,"2024-10-16",133.51
750,1,"2024-10-16",118.04
751,1,"2024-10-16",35.81
752,1,"2024-10-16",50.87
753,1,"2024-10-16",57.84
754,1,"2024-10-16",51.84
755,1,"2024-10-16",124.55
756,1,"2024-10-16",110.97
757,1,"2024-10-16",162.1
758,1,"2024-10-16",207.24
759,1,"2024-10-16",110.74
760,1,"2024-10-16",127.21
761,1,"2024-10-16",230.38
762,1,"2024-10-16",235.16
763,1,"2024-10-16",143.88
764,1,"2024-10-16",137.25
765,1,"2024-10-16",131.79
766,1,"2024-10-16",36.5
767,1,"2024-10-16",219.12
768,1,"2024-10-16",124.75
769,1,"2024-10-16",192.04
770,1,"2024-10-16",232.16
771,1,"2024-10-16",114.36
772,1,"2024-10-16",249.42
773,1,"2024-10-16",190.45
774,1,"2024-10-16",226.58
775,1,"2024-10-16",197.74
776,1,"2024-10-16",120.9
777,1,"2024-10-16",50.67
778,1,"2024-10-16",243.75
779,1,"2024-10-16",102.43
780,1,"2024-10-16",41.76
781,1,"2024-10-16",50.61
782,1,"2024-10-16",59.78
783,1,"2024-10-16",92.32
784,1,"2024-10-16",54.74
785,1,"2024-10-16",224.91
786,1,"2024-10-16",208.92
787,1,"2024-10-16",158.35
788,1,"2024-10-16",146.26
789,1,"2024-10-16",55.22
790,1,"2024-10-16",159.76
791,1,"2024-10-16",183.39
792,1,"2024-10-16",145.31
793,1,"2024-10-16",68.0
794,1,"2024-10-16",167.89
795,1,"2024-10-16",119.87
796,1,"2024-10-16",151.7
797,1,"2024-10-16",119.01
798,1,"2024-10-16",100.29
799,1,"2024-10-16",115.25
800,1,"2024-10-16",120.6
801,1,"2024-10-16",222.16
802,1,"2024-10-16",72.06
803,1,"2024-10-16",215.75
804,1,"2024-10-16",67.36
805,1,"2024-10-16",235.59
806,1,"2024-10-16",124.23
807,1,"2024-10-16",35.33
808,1,"2024-10-16",224.32
809,1,"2024-10-16",193.8
810,1,"2024-10-16",99.44
811,1,"2024-10-16",221.69
812,1,"2024-10-16",115.19
813,1,"2024-10-16",79.96
814,1,"2024-10-16",210.77
815,1,"2024-10-16",143.91
816,1,"2024-10-16",76.96
817,1,"2024-10-16",136.6
818,1,"2024-10-16",169.79
819,1,"2024-10-16",240.99
820,1,"2024-10-16",93.36
821,1,"2024-10-16",112.95
822,1,"2024-10-16",80.12
823,1,"2024-10-16",211.82
824,1,"2024-10-16",130.75
825,1,"2024-10-16",126.07
826,1,"2024-10-16",69.06
827,1,"2024-10-16",115.33
828,1,"2024-10-16",162.73
829,1,"2024-10-16",62.0
830,1,"2024-10-16",231.12
831,1,"2024-10-16",201.54
832,1,"2024-10-16",226.65
833,1,"2024-10-16",61.57
834,1,"2024-10-16",46.89
835,1,"2024-10-16",155.98
836,1,"2024-10-16",199.43
837,1,"2024-10-16",197.86
838,1,"2024-10-16",36.45
839,1,"2024-10-16",143.83
840,1,"2024-10-16",187.95
841,1,"2024-10-16",190.78
842,1,"2024-10-16",199.43
843,1,"2024-10-16",70.32
844,1,"2024-10-16",215.11
845,1,"2024-10-16",163.45
846,1,"2024-10-16",89.38
847,1,"2024-10-16",37.07
848,1,"2024-10-16",218.32
849,1,"2024-10-16",138.47
850,1,"2024-10-16",40.44
851,1,"2024-10-16",210.12
852,1,"2024-10-16",217.08
853,1,"2024-10-16",124.82
854,1,"2024-10-16",182.25
855,1,"2024-10-16",77.88
856,1,"2024-10-16",185.25
857,1,"2024-10-16",184.03
858,1,"2024-10-16",194.98
859,1,"2024-10-16",249.42
860,1,"2024-10-16",165.07
861,1,"2024-10-16",182.03
862,1,"2024-10-16",96.2
863,1,"2024-10-16",110.42
864,1,"2024-10-16",137.73
865,1,"2024-10-16",116.15
866,1,"2024-10-16",127.76
867,1,"2024-10-16",139.19
868,1,"2024-10-16",152.3
869,1,"2024-10-16",171.97
870,1,"2024-10-16",215.28
871,1,"2024-10-16",59.53
872,1,"2024-10-16",215.2
